"","new.name","original.name","plot","season.year","season","year","Time","Year","Season","Season.Year","Cropping.system","Cover","Replicate","richness","shannon.div","simpson.div","invsimpson.div","evenness","amf_relabund","plantpath_relabund","sap_relabund"
"686","313_Summer_2021","X313.ITS_2021.07","313","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Cotton-Soybean","No cover","3",313,4.4795658633503,0.975353819537759,40.5742383300336,0.779569694076414,0.0036,0.2516,0.6088
"699","314_Summer_2021","X314.ITS_2021.07","314","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Cotton-Soybean","Clover","3",290,4.34064021704481,0.966925875507869,30.2351162836649,0.765561089555129,0.005,0.122,0.5708
"712","315_Summer_2021","X315.ITS_2021.07","315","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Cotton-Soybean","Wheat","3",302,4.47224271135156,0.975692982856385,41.140383210807,0.78317132812381,0.0164,0.085,0.4538
"725","316_Summer_2021","X316.ITS_2021.07","316","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Soybean-Soybean-Soybean","SHM","3",NA,NA,NA,NA,NA,NA,NA,NA
"738","317_Summer_2021","X317.ITS_2021.07","317","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Soybean-Soybean-Soybean","Clover","3",233,3.60071872460078,0.901419726930668,10.1440173461144,0.66055647107854,0.0034,0.0882,0.7036
"751","318_Summer_2021","X318.ITS_2021.07","318","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Soybean-Soybean-Soybean","Wheat","3",150,3.92212948000402,0.948904200502722,19.5710803987571,0.782760917487897,0.0074,0.0862,0.5064
"764","319_Summer_2021","X319.ITS_2021.07","319","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Soybean-Soybean-Soybean","Wheat-Clover","3",213,2.82777875423684,0.785479423436361,4.66155748795195,0.527443509294863,0.003,0.2248,0.3952
"777","320_Summer_2021","X320.ITS_2021.07","320","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Soybean-Soybean-Soybean","No cover","3",149,3.91045700791457,0.95130023778592,20.5339811640986,0.781474613999823,0.003,0.179,0.4846
"790","401_Summer_2021","X401.ITS_2021.07","401","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Soybean-Soybean-Soybean","SHM","4",319,4.61162695160395,0.974232929188404,38.8092231092853,0.799908774815171,0.0276,0.0966,0.6622
"803","402_Summer_2021","X402.ITS_2021.07","402","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Soybean-Soybean-Soybean","Wheat-Clover","4",317,4.4086207247647,0.963956126784278,27.7439661940609,0.765531501989227,0.0022,0.1208,0.5458
"816","403_Summer_2021","X403.ITS_2021.07","403","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Soybean-Soybean-Soybean","No cover","4",337,4.71889791821305,0.980750548243358,51.9495314797716,0.810795649251574,0.0076,0.1328,0.5438
"829","404_Summer_2021","X404.ITS_2021.07","404","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Soybean-Soybean-Soybean","Wheat","4",283,3.97300722332469,0.921118471977653,12.6772392101317,0.703754245741515,0.008,0.0658,0.3404
"842","405_Summer_2021","X405.ITS_2021.07","405","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Soybean-Soybean-Soybean","Clover","4",206,3.36846196970155,0.890834221180482,9.16037984443165,0.632233532271982,0.0046,0.0358,0.7448
"855","406_Summer_2021","X406.ITS_2021.07","406","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Soybean-Corn","Wheat","4",331,4.91022649118341,0.985775663591024,70.302049336301,0.846281680846318,0.0132,0.1088,0.6606
"868","407_Summer_2021","X407.ITS_2021.07","407","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Soybean-Corn","Clover","4",328,4.77404726556316,0.981482413729999,54.0027185735328,0.824104272541972,0.0144,0.1492,0.5422
"881","408_Summer_2021","X408.ITS_2021.07","408","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Soybean-Corn","No cover","4",334,4.76640953108559,0.982313974287503,56.541815343704,0.820219219744665,0.028,0.1086,0.5196
"894","409_Summer_2021","X409.ITS_2021.07","409","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Soybean-Corn","Wheat-Clover","4",237,4.42369508795835,0.974588427167583,39.3521489832507,0.809006297257006,0.0242,0.1178,0.4018
"907","410_Summer_2021","X410.ITS_2021.07","410","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Soybean-Corn","SHM","4",276,4.6698573772226,0.981719909527919,54.7043244412432,0.830876211287241,0.0228,0.146,0.5958
"920","411_Summer_2021","X411.ITS_2021.07","411","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Corn-Corn","Wheat-Clover","4",388,5.1219225914458,0.988643442135015,88.054850060092,0.859238047884302,0.0138,0.1892,0.6346
"933","412_Summer_2021","X412.ITS_2021.07","412","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Corn-Corn","No cover","4",301,4.78498412405297,0.984014342213217,62.5560745349384,0.838425035101984,0.019,0.186,0.5108
"946","413_Summer_2021","X413.ITS_2021.07","413","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Corn-Corn","Wheat","4",190,3.53894142594424,0.924189596839224,13.1908017673938,0.674466397957093,0.0182,0.2484,0.3298
"959","414_Summer_2021","X414.ITS_2021.07","414","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Corn-Corn","Clover","4",356,4.83871380857439,0.981308175509838,53.4993253615402,0.82362057192675,0.0186,0.1796,0.6856
"972","415_Summer_2021","X415.ITS_2021.07","415","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Corn-Corn","SHM","4",343,4.93760294796824,0.986101808772507,71.9518089535148,0.845808656746958,0.016,0.1548,0.5552
"985","416_Summer_2021","X416.ITS_2021.07","416","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Cotton-Soybean","Wheat-Clover","4",336,4.68408647080529,0.978557309891344,46.6359395641475,0.805225539275223,0.039,0.1564,0.6274
"998","417_Summer_2021","X417.ITS_2021.07","417","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Cotton-Soybean","Wheat","4",157,3.2180002748895,0.889729490030528,9.06860773816001,0.63644063179951,0.0014,0.0216,0.5234
"1011","418_Summer_2021","X418.ITS_2021.07","418","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Cotton-Soybean","SHM","4",233,3.88499859525202,0.950006005776018,20.0024025989967,0.712707978185463,0.0156,0.0542,0.6196
"1024","419_Summer_2021","X419.ITS_2021.07","419","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Cotton-Soybean","Clover","4",294,4.60978973179201,0.97133253151107,34.8827452408696,0.811071528947772,0.0326,0.0812,0.3758
"1037","420_Summer_2021","X420.ITS_2021.07","420","Summer_2021","Summer","2021","Summer 2021","2021","Summer","Summer 2021","Corn-Cotton-Soybean","No cover","4",264,3.57973984234909,0.859376764892077,7.11120035911946,0.641996506088832,0.0096,0.0878,0.7636
"2","101_Fall_2021","X101.ITS_2021.09","101","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","No cover","1",166,1.71781291114302,0.473660955018036,1.89991605132442,0.33603619223341,6e-04,0.0342,0.8742
"15","102_Fall_2021","X102.ITS_2021.09","102","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","Wheat","1",143,4.19827299902506,0.963896133087658,27.6978641215339,0.845940848808155,0,0.1186,0.5134
"28","103_Fall_2021","X103.ITS_2021.09","103","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","SHM","1",323,4.49339844464956,0.9676069772279,30.8708454606248,0.777720463827293,0.0076,0.1408,0.4724
"41","104_Fall_2021","X104.ITS_2021.09","104","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","Wheat-Clover","1",299,4.58283324597227,0.975398157996046,40.6473629023103,0.803943269847393,0.0066,0.1558,0.5498
"54","105_Fall_2021","X105.ITS_2021.09","105","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","Clover","1",351,4.80817464927066,0.978525220000854,46.5662512044261,0.820397548373172,0.0042,0.2048,0.567
"67","106_Fall_2021","X106.ITS_2021.09","106","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","Wheat","1",179,4.0912966743433,0.952311458613276,20.9693979082025,0.788701058197116,0,0.1332,0.6102
"80","107_Fall_2021","X107.ITS_2021.09","107","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","SHM","1",210,4.07655823951327,0.955849023251611,22.6495555398212,0.762385685362546,8e-04,0.1184,0.4922
"93","108_Fall_2021","X108.ITS_2021.09","108","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","Clover","1",305,4.67785400318041,0.98064788922008,51.6739497501017,0.817762070646216,0.0046,0.2112,0.5726
"106","109_Fall_2021","X109.ITS_2021.09","109","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","No cover","1",304,4.59318288867267,0.977051429360189,43.5756987088858,0.803421485528727,0.0044,0.116,0.555
"119","110_Fall_2021","X110.ITS_2021.09","110","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","Wheat-Clover","1",262,4.56818636628239,0.976203106799887,42.0222922207019,0.820385010876544,0.002,0.222,0.5872
"132","111_Fall_2021","X111.ITS_2021.09","111","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","No cover","1",331,4.60933553177417,0.977033314060682,43.5413277580478,0.794422869987485,0.0012,0.2562,0.625
"145","112_Fall_2021","X112.ITS_2021.09","112","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","Wheat-Clover","1",378,4.87365491538511,0.983269054783649,59.769486246522,0.821186487028234,8e-04,0.167,0.602
"158","113_Fall_2021","X113.ITS_2021.09","113","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","SHM","1",313,4.69800165567777,0.979423786390806,48.5998065043986,0.817583628684065,0,0.256,0.623
"171","114_Fall_2021","X114.ITS_2021.09","114","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","Wheat","1",428,4.9469331152466,0.985548464148299,69.1967975073234,0.816443725530093,8e-04,0.1936,0.6764
"184","115_Fall_2021","X115.ITS_2021.09","115","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","Clover","1",283,4.3148457363032,0.951873585832941,20.7786101937439,0.764305433127799,0,0.1532,0.5124
"197","116_Fall_2021","X116.ITS_2021.09","116","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","SHM","1",418,5.02126747495119,0.985259297622185,67.839372532547,0.831958068480165,0.0056,0.2004,0.6066
"210","117_Fall_2021","X117.ITS_2021.09","117","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","No cover","1",246,4.5086674352093,0.977800387715539,45.0458317553581,0.818963836379697,0.0058,0.193,0.6098
"223","118_Fall_2021","X118.ITS_2021.09","118","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","Wheat-Clover","1",208,4.15086554553521,0.964707268996896,28.3344465440217,0.777674179285197,0.0024,0.187,0.6074
"236","119_Fall_2021","X119.ITS_2021.09","119","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","Clover","1",184,4.0866321797477,0.965398781970635,28.9007167074678,0.78363998516856,0.0036,0.172,0.5642
"249","120_Fall_2021","X120.ITS_2021.09","120","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","Wheat","1",246,4.43829613687698,0.974010539054297,38.4771351006168,0.806181445732918,0.003,0.1862,0.6394
"262","201_Fall_2021","X201.ITS_2021.09","201","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","No cover","2",NA,NA,NA,NA,NA,NA,NA,NA
"275","202_Fall_2021","X202.ITS_2021.09","202","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","SHM","2",214,4.57356216384173,0.980743806170319,51.9313426549865,0.852326240564291,0.0036,0.1998,0.5468
"288","203_Fall_2021","X203.ITS_2021.09","203","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","Wheat","2",283,4.76223775537142,0.984331471421009,63.8222022545769,0.843553724216143,0.0104,0.128,0.5668
"301","204_Fall_2021","X204.ITS_2021.09","204","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","Clover","2",223,4.60759722193631,0.981209655822687,53.2188229530868,0.852127029930123,0,0.147,0.6148
"314","205_Fall_2021","X205.ITS_2021.09","205","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","Wheat-Clover","2",169,4.35403321556519,0.977080408061846,43.6307942435623,0.848756175808918,0.0044,0.2018,0.5848
"327","206_Fall_2021","X206.ITS_2021.09","206","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","No cover","2",396,4.73708966242485,0.977189796050135,43.8400288834732,0.791968169251957,0.0018,0.103,0.4938
"340","207_Fall_2021","X207.ITS_2021.09","207","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","Wheat","2",381,4.91850841223778,0.98567224370199,69.7945986238532,0.82764167217624,0.002,0.1334,0.5602
"353","208_Fall_2021","X208.ITS_2021.09","208","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","Clover","2",255,4.42637693265557,0.975381507432658,40.6198713127768,0.798802817549263,0.0014,0.1388,0.6036
"366","209_Fall_2021","X209.ITS_2021.09","209","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","Wheat-Clover","2",249,4.72515210964576,0.982478660307349,57.0732613796338,0.856400987613938,8e-04,0.1282,0.5692
"379","210_Fall_2021","X210.ITS_2021.09","210","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","SHM","2",132,4.20698650747897,0.974237733790337,38.816460937933,0.861592703160602,0,0.1434,0.5978
"392","211_Fall_2021","X211.ITS_2021.09","211","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","Clover","2",312,4.81042317846775,0.978162619697505,45.7930386405243,0.83761457571166,0.0022,0.1276,0.4882
"405","212_Fall_2021","X212.ITS_2021.09","212","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","No cover","2",65,3.62350746849826,0.962791846049806,26.875829457666,0.868033374533756,0,0.0658,0.5172
"418","213_Fall_2021","X213.ITS_2021.09","213","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","Wheat","2",299,4.81811544986175,0.983699758000587,61.3487824313286,0.845217637510248,0.008,0.1228,0.6578
"431","214_Fall_2021","X214.ITS_2021.09","214","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","Wheat-Clover","2",164,4.33708679555423,0.97473165823841,39.5752127082625,0.850431448928085,0.0062,0.2306,0.605
"444","215_Fall_2021","X215.ITS_2021.09","215","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","SHM","2",356,4.89784236402229,0.984560078798411,64.767169919045,0.833685125562657,0.0108,0.133,0.55
"457","216_Fall_2021","X216.ITS_2021.09","216","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","No cover","2",353,4.79503735859915,0.980671996301923,51.7384006967821,0.817363584368644,0.0066,0.1462,0.5352
"470","217_Fall_2021","X217.ITS_2021.09","217","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","Wheat","2",405,5.16854523178305,0.988644314566474,88.0616151137485,0.860866497656148,0.0092,0.1584,0.5726
"483","218_Fall_2021","X218.ITS_2021.09","218","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","Wheat-Clover","2",100,3.9554800539962,0.970304072110007,33.6746507367757,0.858921580364463,0,0.149,0.7446
"496","219_Fall_2021","X219.ITS_2021.09","219","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","SHM","2",260,4.74595719121251,0.984040427545794,62.6583201316578,0.853484789479985,0.0128,0.1,0.6304
"509","220_Fall_2021","X220.ITS_2021.09","220","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","Clover","2",254,3.13315685054637,0.833960474781287,6.02266236718495,0.565824040858085,6e-04,0.0446,0.803
"522","301_Fall_2021","X301.ITS_2021.09","301","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","Clover","3",175,3.83980276060677,0.934360400861451,15.2347060787078,0.743458253641787,0.0038,0.0682,0.4042
"535","302_Fall_2021","X302.ITS_2021.09","302","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","No cover","3",177,4.52003041174398,0.980927290537054,52.4309355177234,0.873241819744732,0.004,0.1116,0.5278
"548","303_Fall_2021","X303.ITS_2021.09","303","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","SHM","3",313,4.62282122141553,0.976555675511482,42.6542466808859,0.804500131326017,0.004,0.1302,0.5474
"561","304_Fall_2021","X304.ITS_2021.09","304","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","Wheat-Clover","3",248,4.50644828454681,0.967161887627047,30.4524203048787,0.817358578848307,0.0206,0.1462,0.58
"574","305_Fall_2021","X305.ITS_2021.09","305","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","Wheat","3",262,4.69278107150199,0.98145176429367,53.9134835157798,0.842760549088205,0.0108,0.127,0.5972
"587","306_Fall_2021","X306.ITS_2021.09","306","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","Clover","3",287,4.59213533274747,0.97768757788121,44.8180836072411,0.811405559321314,0.0076,0.2584,0.6486
"600","307_Fall_2021","X307.ITS_2021.09","307","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","Wheat","3",394,4.88126578322239,0.983882751760269,62.0453308856337,0.816763583213994,0.0034,0.1162,0.526
"613","308_Fall_2021","X308.ITS_2021.09","308","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","SHM","3",413,4.77825689791679,0.979893818409319,49.7359478969147,0.793276080545739,0.0058,0.1204,0.5612
"626","309_Fall_2021","X309.ITS_2021.09","309","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","Wheat-Clover","3",338,4.59284052214597,0.977398119718185,44.2441065757076,0.788735071744612,0.0028,0.131,0.5864
"639","310_Fall_2021","X310.ITS_2021.09","310","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","No cover","3",311,4.85817854377516,0.985830498102299,70.5741110181344,0.84640310514803,0.0042,0.1384,0.6016
"652","311_Fall_2021","X311.ITS_2021.09","311","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","SHM","3",304,4.45903784413798,0.971785493626431,35.4427607826869,0.779957361941974,0.005,0.1024,0.5396
"665","312_Fall_2021","X312.ITS_2021.09","312","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","Wheat-Clover","3",316,4.60841976019369,0.976555790549952,42.6544559811534,0.800664725622202,0.0038,0.1838,0.5744
"678","313_Fall_2021","X313.ITS_2021.09","313","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","No cover","3",278,4.70256057132418,0.979634571571338,49.1028216520414,0.835621388917599,4e-04,0.0958,0.4618
"691","314_Fall_2021","X314.ITS_2021.09","314","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","Clover","3",270,4.85960523177744,0.985367462517347,68.3408466361711,0.868031253694011,6e-04,0.166,0.5298
"704","315_Fall_2021","X315.ITS_2021.09","315","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","Wheat","3",271,4.47813084492995,0.971224566248807,34.7518653809532,0.799363774334717,0.0016,0.0854,0.5246
"717","316_Fall_2021","X316.ITS_2021.09","316","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","SHM","3",286,4.56493307229656,0.979267964658679,48.234530934207,0.807096831993973,4e-04,0.1422,0.6194
"730","317_Fall_2021","X317.ITS_2021.09","317","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","Clover","3",360,4.78173423090105,0.98265971878403,57.6691916091314,0.81237677848568,0.0042,0.1232,0.5914
"743","318_Fall_2021","X318.ITS_2021.09","318","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","Wheat","3",300,4.42635221256159,0.971818354796789,35.4840887673251,0.776038047073034,4e-04,0.3562,0.693
"756","319_Fall_2021","X319.ITS_2021.09","319","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","Wheat-Clover","3",433,4.96318363652503,0.983368724207949,60.1276782673501,0.817558566833049,0.0028,0.1376,0.5262
"769","320_Fall_2021","X320.ITS_2021.09","320","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","No cover","3",216,4.20621192899085,0.955403549184373,22.4233090685681,0.782510525032138,0.0044,0.1028,0.7154
"782","401_Fall_2021","X401.ITS_2021.09","401","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","SHM","4",387,4.73984777980929,0.980131059538911,50.329810085161,0.795486730805545,0.0022,0.1204,0.6302
"795","402_Fall_2021","X402.ITS_2021.09","402","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","Wheat-Clover","4",439,4.84309318742374,0.979342567223745,48.4087258485226,0.795972332089682,0.0012,0.1824,0.551
"808","403_Fall_2021","X403.ITS_2021.09","403","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","No cover","4",287,4.23579961518669,0.96426009782367,27.9799310884032,0.748442958861415,0,0.1668,0.625
"821","404_Fall_2021","X404.ITS_2021.09","404","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","Wheat","4",484,5.16230858640187,0.987944599901239,82.9503784036823,0.835043300811542,0.0018,0.1456,0.628
"834","405_Fall_2021","X405.ITS_2021.09","405","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Soybean-Soybean-Soybean","Clover","4",287,4.59669124831374,0.976979715544745,43.4399497514338,0.812210565043142,4e-04,0.1752,0.5674
"847","406_Fall_2021","X406.ITS_2021.09","406","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","Wheat","4",353,5.14781806343446,0.989989777629341,99.8978806835647,0.877498694866411,0.0034,0.1364,0.5722
"860","407_Fall_2021","X407.ITS_2021.09","407","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","Clover","4",93,3.9160047940482,0.960483751210857,25.306045756923,0.863964442471377,0,0.0708,0.502
"873","408_Fall_2021","X408.ITS_2021.09","408","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","No cover","4",255,4.59851745858592,0.980299504256607,50.7601439590855,0.829868029396254,0.0042,0.141,0.6464
"886","409_Fall_2021","X409.ITS_2021.09","409","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","Wheat-Clover","4",267,4.52792543556133,0.97758462864204,44.6122432696112,0.810403422577898,0,0.1266,0.6976
"899","410_Fall_2021","X410.ITS_2021.09","410","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Soybean-Corn","SHM","4",446,4.99700314883839,0.985605430876316,69.4706448944439,0.819138013625285,0.0034,0.1376,0.5558
"912","411_Fall_2021","X411.ITS_2021.09","411","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","Wheat-Clover","4",359,4.6387016891268,0.977205066601997,43.869397753432,0.788449345934741,0.0092,0.1244,0.6516
"925","412_Fall_2021","X412.ITS_2021.09","412","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","No cover","4",350,4.78205688854995,0.982499390028146,57.1408654674483,0.8163385894716,0.0064,0.2258,0.6236
"938","413_Fall_2021","X413.ITS_2021.09","413","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","Wheat","4",443,5.141317041535,0.988741636620609,88.8228569554428,0.843728263654052,0.0234,0.1584,0.6234
"951","414_Fall_2021","X414.ITS_2021.09","414","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","Clover","4",444,5.09431767479763,0.985923767757543,71.0417377871722,0.835706084160173,0.0136,0.1308,0.6162
"964","415_Fall_2021","X415.ITS_2021.09","415","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Corn-Corn","SHM","4",435,5.06263953835806,0.987584976347454,80.5475710708691,0.833308837464004,0.003,0.1352,0.6184
"977","416_Fall_2021","X416.ITS_2021.09","416","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","Wheat-Clover","4",416,5.042684656206,0.985969029646832,71.2709082001743,0.836171088123995,0.0154,0.0866,0.6474
"990","417_Fall_2021","X417.ITS_2021.09","417","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","Wheat","4",451,5.00366136157866,0.9823407025842,56.6273944231388,0.818733224546012,0.011,0.0972,0.575
"1003","418_Fall_2021","X418.ITS_2021.09","418","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","SHM","4",275,4.10513797814246,0.957544063839323,23.5538322889748,0.730871510830822,0.0038,0.1986,0.5664
"1016","419_Fall_2021","X419.ITS_2021.09","419","Fall_2021","Fall","2021","Fall 2021","2021","Fall","Fall 2021","Corn-Cotton-Soybean","Clover","4",437,5.09697236596894,0.987568810930027,80.4428276628392,0.838327034593149,8e-04,0.1028,0.4992
